,annotation_count,api_path,full_title,header_image_thumbnail_url,header_image_url,id,lyrics_owner_id,lyrics_state,path,primary_artist.api_path,primary_artist.header_image_url,primary_artist.id,primary_artist.image_url,primary_artist.is_meme_verified,primary_artist.is_verified,primary_artist.name,primary_artist.url,pyongs_count,song_art_image_thumbnail_url,stats.concurrents,stats.hot,stats.pageviews,stats.unreviewed_annotations,title,title_with_featured,url
0,8,/songs/109096,Creep by Radiohead,https://images.genius.com/7e8ec7d3265b0867ba38e232650f7c82.300x300x1.jpg,https://images.genius.com/7e8ec7d3265b0867ba38e232650f7c82.1000x1000x1.jpg,109096,116340,complete,/Radiohead-creep-lyrics,/artists/604,https://images.genius.com/ee4e7ff6b66c73e504d8bce93a39eb30.660x371x1.jpg,604,https://images.genius.com/6bcb8629b9b0f55c549d748bdcbca61c.372x372x1.jpg,False,False,Radiohead,https://genius.com/artists/Radiohead,170,https://images.genius.com/542fbb949a17a83a6375e15e39e1253c.300x300x1.jpg,2,False,738011,1,Creep,Creep,https://genius.com/Radiohead-creep-lyrics
